Official Results
San Mateo
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"21023","Proposition 50 (Majority Approval Required)","NO","87","52.54%"
"21047","Proposition 50 (Majority Approval Required)","YES","469","62.08%"
"21047","Proposition 50 (Majority Approval Required)","NO","122","62.08%"
"22001","Proposition 50 (Majority Approval Required)","YES","1160","56.76%"
"22001","Proposition 50 (Majority Approval Required)","NO","434","56.76%"
"22003","Proposition 50 (Majority Approval Required)","YES","1136","53.73%"
"22003","Proposition 50 (Majority Approval Required)","NO","421","53.73%"
"22005","Proposition 50 (Majority Approval Required)","YES","1360","53.59%"
"22005","Proposition 50 (Majority Approval Required)","NO","449","53.59%"
"22008","Proposition 50 (Majority Approval Required)","YES","1363","58.45%"
"22008","Proposition 50 (Majority Approval Required)","NO","476","58.45%"
"22010","Proposition 50 (Majority Approval Required)","YES","1397","57.30%"
"22010","Proposition 50 (Majority Approval Required)","NO","474","57.30%"
"22021","Proposition 50 (Majority Approval Required)","YES","1264","55.78%"
"22021","Proposition 50 (Majority Approval Required)","NO","447","55.78%"
"26001","Proposition 50 (Majority Approval Required)","YES","1177","49.74%"
"26001","Proposition 50 (Majority Approval Required)","NO","330","49.74%"
"26003","Proposition 50 (Majority Approval Required)","YES","1116","45.92%"
"26003","Proposition 50 (Majority Approval Required)","NO","311","45.92%"
"26006","Proposition 50 (Majority Approval Required)","YES","1140","52.05%"
"26006","Proposition 50 (Majority Approval Required)","NO","408","52.05%"
"26009","Proposition 50 (Majority Approval Required)","YES","1068","54.50%"
"26009","Proposition 50 (Majority Approval Required)","NO","378","54.50%"
"26012","Proposition 50 (Majority Approval Required)","YES","742","48.02%"
"26012","Proposition 50 (Majority Approval Required)","NO","241","48.02%"
"26014","Proposition 50 (Majority Approval Required)","YES","1444","58.52%"
"26014","Proposition 50 (Majority Approval Required)","NO","471","58.52%"
"26018","Proposition 50 (Majority Approval Required)","YES","1521","54.22%"
"26018","Proposition 50 (Majority Approval Required)","NO","344","54.22%"
"26022","Proposition 50 (Majority Approval Required)","YES","864","52.11%"
"26022","Proposition 50 (Majority Approval Required)","NO","209","52.11%"
"26023","Proposition 50 (Majority Approval Required)","YES","1431","58.57%"
"26023","Proposition 50 (Majority Approval Required)","NO","333","58.57%"
"26026","Proposition 50 (Majority Approval Required)","YES","1395","55.12%"
"26026","Proposition 50 (Majority Approval Required)","NO","278","55.12%"
"26030","Proposition 50 (Majority Approval Required)","YES","1555","53.72%"
"26030","Proposition 50 (Majority Approval Required)","NO","371","53.72%"
"26036","Proposition 50 (Majority Approval Required)","YES","1411","60.04%"
"26036","Proposition 50 (Majority Approval Required)","NO","572","60.04%"
"26043","Proposition 50 (Majority Approval Required)","YES","1669","65.85%"
"26043","Proposition 50 (Majority Approval Required)","NO","524","65.85%"
"26048","Proposition 50 (Majority Approval Required)","YES","753","58.96%"
"26048","Proposition 50 (Majority Approval Required)","NO","211","58.96%"
"26050","Proposition 50 (Majority Approval Required)","YES","1201","61.97%"
"26050","Proposition 50 (Majority Approval Required)","NO","384","61.97%"
"26052","Proposition 50 (Majority Approval Required)","YES","1460","57.86%"
"26052","Proposition 50 (Majority Approval Required)","NO","497","57.86%"
"26055","Proposition 50 (Majority Approval Required)","YES","1651","61.84%"
"26055","Proposition 50 (Majority Approval Required)","NO","489","61.84%"
"26061","Proposition 50 (Majority Approval Required)","YES","1559","65.47%"
"26061","Proposition 50 (Majority Approval Required)","NO","548","65.47%"
"26063","Proposition 50 (Majority Approval Required)","YES","1077","58.91%"
"26063","Proposition 50 (Majority Approval Required)","NO","433","58.91%"
"26064","Proposition 50 (Majority Approval Required)","YES","227","57.25%"
"26064","Proposition 50 (Majority Approval Required)","NO","93","57.25%"
"26071","Proposition 50 (Majority Approval Required)","YES","1366","60.03%"
"26071","Proposition 50 (Majority Approval Required)","NO","423","60.03%"
"27001","Proposition 50 (Majority Approval Required)","YES","0","0.00%"
"27001","Proposition 50 (Majority Approval Required)","NO","0","0.00%"
"27701","Proposition 50 (Majority Approval Required)","YES","22","36.47%"
"27701","Proposition 50 (Majority Approval Required)","NO","9","36.47%"
"30001","Proposition 50 (Majority Approval Required)","YES","648","58.27%"
"30001","Proposition 50 (Majority Approval Required)","NO","307","58.27%"
"30004","Proposition 50 (Majority Approval Required)","YES","402","55.10%"
"30004","Proposition 50 (Majority Approval Required)","NO","268","55.10%"
"30006","Proposition 50 (Majority Approval Required)","YES","702","52.86%"
"30006","Proposition 50 (Majority Approval Required)","NO","379","52.86%"
"30010","Proposition 50 (Majority Approval Required)","YES","64","56.67%"
"30010","Proposition 50 (Majority Approval Required)","NO","21","56.67%"
"31015","Proposition 50 (Majority Approval Required)","YES","1116","59.86%"
"31015","Proposition 50 (Majority Approval Required)","NO","361","59.86%"
"31017","Proposition 50 (Majority Approval Required)","YES","566","50.18%"
"31017","Proposition 50 (Majority Approval Required)","NO","128","50.18%"
"31032","Proposition 50 (Majority Approval Required)","YES","441","63.12%"
"31032","Proposition 50 (Majority Approval Required)","NO","117","63.12%"
"31035","Proposition 50 (Majority Approval Required)","YES","326","61.68%"
"31035","Proposition 50 (Majority Approval Required)","NO","99","61.68%"
"31037","Proposition 50 (Majority Approval Required)","YES","144","50.00%"
"31037","Proposition 50 (Majority Approval Required)","NO","33","50.00%"
"33001","Proposition 50 (Majority Approval Required)","YES","345","65.12%"
"33001","Proposition 50 (Majority Approval Required)","NO","89","65.12%"
"33002","Proposition 50 (Majority Approval Required)","YES","676","60.59%"
"33002","Proposition 50 (Majority Approval Required)","NO","187","60.59%"
"33004","Proposition 50 (Majority Approval Required)","YES","847","62.34%"
"33004","Proposition 50 (Majority Approval Required)","NO","205","62.34%"
"33005","Proposition 50 (Majority Approval Required)","YES","647","61.03%"
"33005","Proposition 50 (Majority Approval Required)","NO","229","61.03%"
"33022","Proposition 50 (Majority Approval Required)","YES","402","56.26%"
"33022","Proposition 50 (Majority Approval Required)","NO","164","56.26%"
"33025","Proposition 50 (Majority Approval Required)","YES","961","70.54%"
"33025","Proposition 50 (Majority Approval Required)","NO","367","70.54%"
"34001","Proposition 50 (Majority Approval Required)","YES","1030","61.41%"
"34001","Proposition 50 (Majority Approval Required)","NO","326","61.41%"
"34002","Proposition 50 (Majority Approval Required)","YES","1089","61.78%"
"34002","Proposition 50 (Majority Approval Required)","NO","246","61.78%"
"34006","Proposition 50 (Majority Approval Required)","YES","642","64.55%"
"34006","Proposition 50 (Majority Approval Required)","NO","234","64.55%"
"34007","Proposition 50 (Majority Approval Required)","YES","1021","61.30%"
"34007","Proposition 50 (Majority Approval Required)","NO","284","61.30%"
"34010","Proposition 50 (Majority Approval Required)","YES","640","59.55%"
"34010","Proposition 50 (Majority Approval Required)","NO","224","59.55%"
"34015","Proposition 50 (Majority Approval Required)","YES","41","53.68%"
"34015","Proposition 50 (Majority Approval Required)","NO","9","53.68%"
"35001","Proposition 50 (Majority Approval Required)","YES","962","54.88%"
"35001","Proposition 50 (Majority Approval Required)","NO","268","54.88%"
"35002","Proposition 50 (Majority Approval Required)","YES","847","51.39%"
"35002","Proposition 50 (Majority Approval Required)","NO","244","51.39%"
"35004","Proposition 50 (Majority Approval Required)","YES","996","49.54%"
"35004","Proposition 50 (Majority Approval Required)","NO","287","49.54%"
"35007","Proposition 50 (Majority Approval Required)","YES","1210","59.67%"
"35007","Proposition 50 (Majority Approval Required)","NO","336","59.67%"
"35010","Proposition 50 (Majority Approval Required)","YES","1432","64.55%"
"35010","Proposition 50 (Majority Approval Required)","NO","340","64.55%"
"35014","Proposition 50 (Majority Approval Required)","YES","1326","66.20%"
"35014","Proposition 50 (Majority Approval Required)","NO","439","66.20%"
"35018","Proposition 50 (Majority Approval Required)","YES","1206","65.34%"
"35018","Proposition 50 (Majority Approval Required)","NO","513","65.34%"
"35021","Proposition 50 (Majority Approval Required)","YES","767","64.90%"
"35021","Proposition 50 (Majority Approval Required)","NO","246","64.90%"
"35023","Proposition 50 (Majority Approval Required)","YES","841","68.83%"
"35023","Proposition 50 (Majority Approval Required)","NO","324","68.83%"
"35025","Proposition 50 (Majority Approval Required)","YES","1117","61.55%"
"35025","Proposition 50 (Majority Approval Required)","NO","381","61.55%"
"35029","Proposition 50 (Majority Approval Required)","YES","817","63.13%"
"35029","Proposition 50 (Majority Approval Required)","NO","278","63.13%"
"35049","Proposition 50 (Majority Approval Required)","YES","787","66.51%"
"35049","Proposition 50 (Majority Approval Required)","NO","316","66.51%"
"36001","Proposition 50 (Majority Approval Required)","YES","869","65.99%"
"36001","Proposition 50 (Majority Approval Required)","NO","262","65.99%"
"36002","Proposition 50 (Majority Approval Required)","YES","658","66.00%"
"36002","Proposition 50 (Majority Approval Required)","NO","165","66.00%"
"36005","Proposition 50 (Majority Approval Required)","YES","646","63.74%"
"36005","Proposition 50 (Majority Approval Required)","NO","158","63.74%"
"36006","Proposition 50 (Majority Approval Required)","YES","935","64.94%"
"36006","Proposition 50 (Majority Approval Required)","NO","231","64.94%"
"36008","Proposition 50 (Majority Approval Required)","YES","929","64.22%"
"36008","Proposition 50 (Majority Approval Required)","NO","262","64.22%"
"36010","Proposition 50 (Majority Approval Required)","YES","1391","66.16%"
"36010","Proposition 50 (Majority Approval Required)","NO","364","66.16%"
"36014","Proposition 50 (Majority Approval Required)","YES","1734","68.67%"
"36014","Proposition 50 (Majority Approval Required)","NO","593","68.67%"
"36017","Proposition 50 (Majority Approval Required)","YES","1577","68.81%"
"36017","Proposition 50 (Majority Approval Required)","NO","437","68.81%"
"36021","Proposition 50 (Majority Approval Required)","YES","1278","65.45%"
"36021","Proposition 50 (Majority Approval Required)","NO","457","65.45%"
"36025","Proposition 50 (Majority Approval Required)","YES","735","60.16%"
"36025","Proposition 50 (Majority Approval Required)","NO","230","60.16%"
"37001","Proposition 50 (Majority Approval Required)","YES","1093","66.85%"
"37001","Proposition 50 (Majority Approval Required)","NO","330","66.85%"
"37002","Proposition 50 (Majority Approval Required)","YES","1052","66.21%"
"37002","Proposition 50 (Majority Approval Required)","NO","340","66.21%"
"37005","Proposition 50 (Majority Approval Required)","NO","10","47.22%"
"37005","Proposition 50 (Majority Approval Required)","YES","7","47.22%"
"37011","Proposition 50 (Majority Approval Required)","YES","2","57.14%"
"37011","Proposition 50 (Majority Approval Required)","NO","2","57.14%"
"37101","Proposition 50 (Majority Approval Required)","YES","574","64.17%"
"37101","Proposition 50 (Majority Approval Required)","NO","164","64.17%"
"37103","Proposition 50 (Majority Approval Required)","YES","362","68.37%"
"37103","Proposition 50 (Majority Approval Required)","NO","105","68.37%"
"37104","Proposition 50 (Majority Approval Required)","YES","870","69.56%"
"37104","Proposition 50 (Majority Approval Required)","NO","236","69.56%"
"37111","Proposition 50 (Majority Approval Required)","YES","355","70.38%"
"37111","Proposition 50 (Majority Approval Required)","NO","113","70.38%"
"37114","Proposition 50 (Majority Approval Required)","YES","1240","71.52%"
"37114","Proposition 50 (Majority Approval Required)","NO","280","71.52%"
"37116","Proposition 50 (Majority Approval Required)","YES","133","38.61%"
"37116","Proposition 50 (Majority Approval Required)","NO","44","38.61%"
"37134","Proposition 50 (Majority Approval Required)","YES","5","100.00%"
"37134","Proposition 50 (Majority Approval Required)","NO","0","100.00%"
"37136","Proposition 50 (Majority Approval Required)","YES","588","65.82%"
"37136","Proposition 50 (Majority Approval Required)","NO","167","65.82%"
"37207","Proposition 50 (Majority Approval Required)","YES","278","72.20%"
"37207","Proposition 50 (Majority Approval Required)","NO","70","72.20%"
"37301","Proposition 50 (Majority Approval Required)","YES","134","43.85%"
"37301","Proposition 50 (Majority Approval Required)","NO","94","43.85%"
"37307","Proposition 50 (Majority Approval Required)","YES","10","39.13%"
"37307","Proposition 50 (Majority Approval Required)","NO","8","39.13%"
"37340","Proposition 50 (Majority Approval Required)","YES","698","61.91%"
"37340","Proposition 50 (Majority Approval Required)","NO","253","61.91%"
"37341","Proposition 50 (Majority Approval Required)","YES","421","66.39%"
"37341","Proposition 50 (Majority Approval Required)","NO","208","66.39%"
"37370","Proposition 50 (Majority Approval Required)","YES","332","67.20%"
"37370","Proposition 50 (Majority Approval Required)","NO","88","67.20%"
"37371","Proposition 50 (Majority Approval Required)","YES","194","62.86%"
"37371","Proposition 50 (Majority Approval Required)","NO","43","62.86%"
"37383","Proposition 50 (Majority Approval Required)","YES","312","66.25%"
"37383","Proposition 50 (Majority Approval Required)","NO","63","66.25%"
"37386","Proposition 50 (Majority Approval Required)","YES","9","53.85%"
"37386","Proposition 50 (Majority Approval Required)","NO","5","53.85%"
"37401","Proposition 50 (Majority Approval Required)","YES","497","59.78%"
"37401","Proposition 50 (Majority Approval Required)","NO","150","59.78%"
"37402","Proposition 50 (Majority Approval Required)","YES","874","61.77%"
"37402","Proposition 50 (Majority Approval Required)","NO","166","61.77%"
"37410","Proposition 50 (Majority Approval Required)","YES","647","67.09%"
"37410","Proposition 50 (Majority Approval Required)","NO","138","67.09%"
"37430","Proposition 50 (Majority Approval Required)","YES","111","63.31%"
"37430","Proposition 50 (Majority Approval Required)","NO","46","63.31%"
"37500","Proposition 50 (Majority Approval Required)","YES","10","47.83%"
"37500","Proposition 50 (Majority Approval Required)","NO","1","47.83%"
"37602","Proposition 50 (Majority Approval Required)","YES","303","69.29%"
"37602","Proposition 50 (Majority Approval Required)","NO","76","69.29%"
"37603","Proposition 50 (Majority Approval Required)","YES","19","54.76%"
"37603","Proposition 50 (Majority Approval Required)","NO","4","54.76%"
"37913","Proposition 50 (Majority Approval Required)","YES","4","80.00%"
"37913","Proposition 50 (Majority Approval Required)","NO","0","80.00%"
"37914","Proposition 50 (Majority Approval Required)","YES","0","0.00%"
"37914","Proposition 50 (Majority Approval Required)","NO","0","0.00%"
"37925","Proposition 50 (Majority Approval Required)","YES","0","0.00%"
"37925","Proposition 50 (Majority Approval Required)","NO","0","0.00%"
"38001","Proposition 50 (Majority Approval Required)","YES","353","62.16%"
"38001","Proposition 50 (Majority Approval Required)","NO","194","62.16%"
"38002","Proposition 50 (Majority Approval Required)","YES","376","60.09%"
"38002","Proposition 50 (Majority Approval Required)","NO","162","60.09%"
"38003","Proposition 50 (Majority Approval Required)","YES","143","55.32%"
"38003","Proposition 50 (Majority Approval Required)","NO","91","55.32%"
"38004","Proposition 50 (Majority Approval Required)","YES","176","58.45%"
"38004","Proposition 50 (Majority Approval Required)","NO","80","58.45%"
"38006","Proposition 50 (Majority Approval Required)","YES","336","61.96%"
"38006","Proposition 50 (Majority Approval Required)","NO","155","61.96%"
"38012","Proposition 50 (Majority Approval Required)","YES","331","61.13%"
"38012","Proposition 50 (Majority Approval Required)","NO","166","61.13%"
"39001","Proposition 50 (Majority Approval Required)","YES","922","67.91%"
"39001","Proposition 50 (Majority Approval Required)","NO","256","67.91%"
"39005","Proposition 50 (Majority Approval Required)","YES","885","65.01%"
"39005","Proposition 50 (Majority Approval Required)","NO","360","65.01%"
"40001","Proposition 50 (Majority Approval Required)","YES","987","35.06%"
"40001","Proposition 50 (Majority Approval Required)","NO","142","35.06%"
"40003","Proposition 50 (Majority Approval Required)","YES","1156","36.91%"
"40003","Proposition 50 (Majority Approval Required)","NO","155","36.91%"
"40007","Proposition 50 (Majority Approval Required)","YES","861","38.82%"
"40007","Proposition 50 (Majority Approval Required)","NO","145","38.82%"
"40015","Proposition 50 (Majority Approval Required)","YES","848","37.47%"
"40015","Proposition 50 (Majority Approval Required)","NO","112","37.47%"
"44001","Proposition 50 (Majority Approval Required)","YES","468","67.52%"
"44001","Proposition 50 (Majority Approval Required)","NO","114","67.52%"
"44002","Proposition 50 (Majority Approval Required)","YES","640","64.45%"
"44002","Proposition 50 (Majority Approval Required)","NO","125","64.45%"
"44003","Proposition 50 (Majority Approval Required)","YES","577","38.46%"
"44003","Proposition 50 (Majority Approval Required)","NO","101","38.46%"
"44004","Proposition 50 (Majority Approval Required)","YES","522","39.19%"
"44004","Proposition 50 (Majority Approval Required)","NO","62","39.19%"
"44007","Proposition 50 (Majority Approval Required)","YES","326","61.25%"
"44007","Proposition 50 (Majority Approval Required)","NO","45","61.25%"
"44008","Proposition 50 (Majority Approval Required)","YES","929","68.77%"
"44008","Proposition 50 (Majority Approval Required)","NO","150","68.77%"
"44010","Proposition 50 (Majority Approval Required)","YES","981","61.41%"
"44010","Proposition 50 (Majority Approval Required)","NO","238","61.41%"
"44013","Proposition 50 (Majority Approval Required)","YES","1055","60.95%"
"44013","Proposition 50 (Majority Approval Required)","NO","227","60.95%"
"44037","Proposition 50 (Majority Approval Required)","YES","79","58.06%"
"44037","Proposition 50 (Majority Approval Required)","NO","11","58.06%"
"44042","Proposition 50 (Majority Approval Required)","YES","15","66.67%"
"44042","Proposition 50 (Majority Approval Required)","NO","3","66.67%"
"44043","Proposition 50 (Majority Approval Required)","YES","0","0.00%"
"44043","Proposition 50 (Majority Approval Required)","NO","0","0.00%"
"46001","Proposition 50 (Majority Approval Required)","YES","935","47.25%"
"46001","Proposition 50 (Majority Approval Required)","NO","214","47.25%"
"46002","Proposition 50 (Majority Approval Required)","YES","920","46.18%"
"46002","Proposition 50 (Majority Approval Required)","NO","172","46.18%"
"46005","Proposition 50 (Majority Approval Required)","YES","729","43.39%"
"46005","Proposition 50 (Majority Approval Required)","NO","124","43.39%"
"46006","Proposition 50 (Majority Approval Required)","YES","1179","54.19%"
"46006","Proposition 50 (Majority Approval Required)","NO","295","54.19%"
"46008","Proposition 50 (Majority Approval Required)","YES","878","64.92%"
"46008","Proposition 50 (Majority Approval Required)","NO","249","64.92%"
"46009","Proposition 50 (Majority Approval Required)","YES","1119","57.57%"
"46009","Proposition 50 (Majority Approval Required)","NO","242","57.57%"
"46011","Proposition 50 (Majority Approval Required)","YES","1359","68.37%"
"46011","Proposition 50 (Majority Approval Required)","NO","355","68.37%"
"46013","Proposition 50 (Majority Approval Required)","YES","1687","68.39%"
"46013","Proposition 50 (Majority Approval Required)","NO","449","68.39%"
"46014","Proposition 50 (Majority Approval Required)","YES","574","63.35%"
"46014","Proposition 50 (Majority Approval Required)","NO","190","63.35%"
"46016","Proposition 50 (Majority Approval Required)","YES","1031","61.20%"
"46016","Proposition 50 (Majority Approval Required)","NO","305","61.20%"
"46018","Proposition 50 (Majority Approval Required)","YES","1266","55.43%"
"46018","Proposition 50 (Majority Approval Required)","NO","331","55.43%"
"46019","Proposition 50 (Majority Approval Required)","YES","961","52.36%"
"46019","Proposition 50 (Majority Approval Required)","NO","170","52.36%"
"46025","Proposition 50 (Majority Approval Required)","YES","722","52.14%"
"46025","Proposition 50 (Majority Approval Required)","NO","168","52.14%"
"46027","Proposition 50 (Majority Approval Required)","YES","880","63.30%"
"46027","Proposition 50 (Majority Approval Required)","NO","223","63.30%"
"46029","Proposition 50 (Majority Approval Required)","YES","1006","63.33%"
"46029","Proposition 50 (Majority Approval Required)","NO","277","63.33%"
"46033","Proposition 50 (Majority Approval Required)","YES","1198","64.73%"
"46033","Proposition 50 (Majority Approval Required)","NO","347","64.73%"
"46035","Proposition 50 (Majority Approval Required)","YES","645","66.11%"
"46035","Proposition 50 (Majority Approval Required)","NO","227","66.11%"
"46050","Proposition 50 (Majority Approval Required)","YES","228","54.31%"
"46050","Proposition 50 (Majority Approval Required)","NO","43","54.31%"
"46400","Proposition 50 (Majority Approval Required)","YES","780","57.37%"
"46400","Proposition 50 (Majority Approval Required)","NO","228","57.37%"
"46402","Proposition 50 (Majority Approval Required)","YES","1236","55.84%"
"46402","Proposition 50 (Majority Approval Required)","NO","433","55.84%"
"46403","Proposition 50 (Majority Approval Required)","YES","1266","58.28%"
"46403","Proposition 50 (Majority Approval Required)","NO","454","58.28%"
"47001","Proposition 50 (Majority Approval Required)","YES","169","66.10%"
"47001","Proposition 50 (Majority Approval Required)","NO","63","66.10%"
"47050","Proposition 50 (Majority Approval Required)","YES","433","65.61%"
"47050","Proposition 50 (Majority Approval Required)","NO","144","65.61%"
"47051","Proposition 50 (Majority Approval Required)","YES","706","61.74%"
"47051","Proposition 50 (Majority Approval Required)","NO","267","61.74%"
"47108","Proposition 50 (Majority Approval Required)","YES","65","62.41%"
"47108","Proposition 50 (Majority Approval Required)","NO","18","62.41%"
"47480","Proposition 50 (Majority Approval Required)","YES","337","63.55%"
"47480","Proposition 50 (Majority Approval Required)","NO","71","63.55%"
"47501","Proposition 50 (Majority Approval Required)","YES","1006","37.19%"
"47501","Proposition 50 (Majority Approval Required)","NO","163","37.19%"
"47502","Proposition 50 (Majority Approval Required)","YES","1306","55.83%"
"47502","Proposition 50 (Majority Approval Required)","NO","283","55.83%"
"47507","Proposition 50 (Majority Approval Required)","YES","48","32.35%"
"47507","Proposition 50 (Majority Approval Required)","NO","7","32.35%"
"50001","Proposition 50 (Majority Approval Required)","YES","674","57.00%"
"50001","Proposition 50 (Majority Approval Required)","NO","181","57.00%"
"50002","Proposition 50 (Majority Approval Required)","YES","766","57.73%"
"50002","Proposition 50 (Majority Approval Required)","NO","164","57.73%"
"52014","Proposition 50 (Majority Approval Required)","YES","1061","57.20%"
